task,run_name,seed,learning_rate,batch_size,accuracy,mcc,f1,precision,recall,specificity,model,rc_aug
H2AFZ,caduceus_ps_LR-1e-4_BATCH_SIZE-128_RC_AUG-True,8,0.0001,128,,,,,,,Caduceus,True
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,10,0.0006,128,0.6983333230018616,0.4012218415737152,0.7176287174224854,0.6721215844154358,0.7697456479072571,0.6274900436401367,HyenaDNA,True
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-true,1,0.0006,128,0.6973333358764648,0.4106049835681915,0.7324690818786621,0.6542105078697205,0.8319946527481079,0.5637450218200684,HyenaDNA,True
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,1,0.0006,128,0.6996666789054871,0.4158614873886108,0.7349220514297485,0.6556430459022522,0.8360106945037842,0.5644090175628662,HyenaDNA,True
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-true,2,0.0006,128,0.7046666741371155,0.4171957075595855,0.7290520071983337,0.6711711883544922,0.7978581190109253,0.6122177839279175,HyenaDNA,True
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,2,0.0006,128,0.6990000009536743,0.4061617851257324,0.7246111631393433,0.6655462384223938,0.7951807379722595,0.6035856604576111,HyenaDNA,True
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-true,3,0.0006,128,0.7039999961853027,0.4221842885017395,0.7361853718757629,0.6618589758872986,0.8293172717094421,0.5796812772750854,HyenaDNA,True
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,3,0.0006,128,0.7039999961853027,0.4221842885017395,0.7361853718757629,0.6618589758872986,0.8293172717094421,0.5796812772750854,HyenaDNA,True
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,4,0.0006,128,0.7043333053588867,0.4120919704437256,0.7204538583755493,0.6807623505592346,0.7650602459907532,0.6440902948379517,HyenaDNA,True
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,5,0.0006,128,0.7096666693687439,0.4210827648639679,0.7205646634101868,0.691928505897522,0.7516733407974243,0.6679946780204773,HyenaDNA,True
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,6,0.0006,128,0.6983333230018616,0.3999359607696533,0.7146010994911194,0.6756111979484558,0.7583668231964111,0.6387782096862793,HyenaDNA,True
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,7,0.0006,128,0.703000009059906,0.4135308265686035,0.7271056771278381,0.6702427864074707,0.7945113778114319,0.6122177839279175,HyenaDNA,True
